Date,Open,High,Low,Close,Volume,Adjusted Close
2014-05-30,2156.46,2156.46,2156.46,2156.46,0.0,2156.46
2014-05-29,2155.16,2155.16,2155.16,2155.16,0.0,2155.16
2014-05-28,2169.35,2169.35,2169.35,2169.35,0.0,2169.35
2014-05-27,2147.28,2147.28,2147.28,2147.28,0.0,2147.28
2014-05-26,2155.98,2155.98,2155.98,2155.98,0.0,2155.98
2014-05-23,2148.41,2148.41,2148.41,2148.41,0.0,2148.41
2014-05-22,2130.87,2130.87,2130.87,2130.87,0.0,2130.87
2014-05-21,2135.91,2135.91,2135.91,2135.91,0.0,2135.91
2014-05-20,2115.77,2115.77,2115.77,2115.77,0.0,2115.77
2014-05-19,2115.14,2115.14,2115.14,2115.14,0.0,2115.14
2014-05-16,2145.95,2145.95,2145.95,2145.95,0.0,2145.95
2014-05-15,2144.08,2144.08,2144.08,2144.08,0.0,2144.08
2014-05-14,2172.37,2172.37,2172.37,2172.37,0.0,2172.37
2014-05-13,2174.85,2174.85,2174.85,2174.85,0.0,2174.85
2014-05-12,2180.05,2180.05,2180.05,2180.05,0.0,2180.05
2014-05-09,2133.91,2133.91,2133.91,2133.91,0.0,2133.91
2014-05-08,2135.5,2135.5,2135.5,2135.5,0.0,2135.5
2014-05-07,2137.32,2137.32,2137.32,2137.32,0.0,2137.32
2014-05-06,2157.33,2157.33,2157.33,2157.33,0.0,2157.33
2014-05-05,2156.47,2156.47,2156.47,2156.47,0.0,2156.47
2014-04-30,2158.66,2158.66,2158.66,2158.66,0.0,2158.66
2014-04-29,2158.47,2158.47,2158.47,2158.47,0.0,2158.47
2014-04-28,2134.97,2134.97,2134.97,2134.97,0.0,2134.97
2014-04-25,2167.83,2167.83,2167.83,2167.83,0.0,2167.83
2014-04-24,2190.47,2190.47,2190.47,2190.47,0.0,2190.47
2014-04-23,2194.67,2194.67,2194.67,2194.67,0.0,2194.67
2014-04-22,2196.79,2196.79,2196.79,2196.79,0.0,2196.79
2014-04-21,2187.25,2187.25,2187.25,2187.25,0.0,2187.25
2014-04-18,2224.48,2224.48,2224.48,2224.48,0.0,2224.48
2014-04-17,2224.8,2224.8,2224.8,2224.8,0.0,2224.8
2014-04-16,2232.53,2232.53,2232.53,2232.53,0.0,2232.53
2014-04-15,2229.46,2229.46,2229.46,2229.46,0.0,2229.46
2014-04-14,2268.61,2268.61,2268.61,2268.61,0.0,2268.61
2014-04-11,2270.67,2270.67,2270.67,2270.67,0.0,2270.67
2014-04-10,2273.76,2273.76,2273.76,2273.76,0.0,2273.76
2014-04-09,2238.62,2238.62,2238.62,2238.62,0.0,2238.62
2014-04-08,2237.32,2237.32,2237.32,2237.32,0.0,2237.32
2014-04-04,2185.47,2185.47,2185.47,2185.47,0.0,2185.47
2014-04-03,2165.01,2165.01,2165.01,2165.01,0.0,2165.01
2014-04-02,2180.73,2180.73,2180.73,2180.73,0.0,2180.73
2014-04-01,2163.11,2163.11,2163.11,2163.11,0.0,2163.11
2014-03-31,2146.3,2146.3,2146.3,2146.3,0.0,2146.3
2014-03-28,2151.97,2151.97,2151.97,2151.97,0.0,2151.97
2014-03-27,2155.71,2155.71,2155.71,2155.71,0.0,2155.71
2014-03-26,2171.05,2171.05,2171.05,2171.05,0.0,2171.05
2014-03-25,2174.44,2174.44,2174.44,2174.44,0.0,2174.44
2014-03-24,2176.55,2176.55,2176.55,2176.55,0.0,2176.55
2014-03-21,2158.8,2158.8,2158.8,2158.8,0.0,2158.8
2014-03-20,2086.97,2086.97,2086.97,2086.97,0.0,2086.97
2014-03-19,2120.87,2120.87,2120.87,2120.87,0.0,2120.87
2014-03-18,2138.13,2138.13,2138.13,2138.13,0.0,2138.13
2014-03-17,2143.04,2143.04,2143.04,2143.04,0.0,2143.04
2014-03-14,2122.84,2122.84,2122.84,2122.84,0.0,2122.84
2014-03-13,2140.33,2140.33,2140.33,2140.33,0.0,2140.33
2014-03-12,2114.13,2114.13,2114.13,2114.13,0.0,2114.13
2014-03-11,2108.66,2108.66,2108.66,2108.66,0.0,2108.66
2014-03-10,2097.79,2097.79,2097.79,2097.79,0.0,2097.79
2014-03-07,2168.36,2168.36,2168.36,2168.36,0.0,2168.36
2014-03-06,2173.63,2173.63,2173.63,2173.63,0.0,2173.63
2014-03-05,2163.98,2163.98,2163.98,2163.98,0.0,2163.98
2014-03-04,2184.27,2184.27,2184.27,2184.27,0.0,2184.27
2014-03-03,2190.37,2190.37,2190.37,2190.37,0.0,2190.37
2014-02-28,2178.97,2178.97,2178.97,2178.97,0.0,2178.97
2014-02-27,2154.11,2154.11,2154.11,2154.11,0.0,2154.11
2014-02-26,2163.41,2163.41,2163.41,2163.41,0.0,2163.41
2014-02-25,2157.91,2157.91,2157.91,2157.91,0.0,2157.91
2014-02-24,2214.51,2214.51,2214.51,2214.51,0.0,2214.51
2014-02-21,2264.29,2264.29,2264.29,2264.29,0.0,2264.29
2014-02-20,2287.44,2287.44,2287.44,2287.44,0.0,2287.44
2014-02-19,2308.66,2308.66,2308.66,2308.66,0.0,2308.66
2014-02-18,2282.44,2282.44,2282.44,2282.44,0.0,2282.44
2014-02-17,2311.65,2311.65,2311.65,2311.65,0.0,2311.65
2014-02-14,2295.57,2295.57,2295.57,2295.57,0.0,2295.57
2014-02-13,2279.55,2279.55,2279.55,2279.55,0.0,2279.55
2014-02-12,2291.25,2291.25,2291.25,2291.25,0.0,2291.25
2014-02-11,2285.56,2285.56,2285.56,2285.56,0.0,2285.56
2014-02-10,2267.53,2267.53,2267.53,2267.53,0.0,2267.53
2014-02-07,2212.48,2212.48,2212.48,2212.48,0.0,2212.48
2014-01-30,2202.45,2202.45,2202.45,2202.45,0.0,2202.45
2014-01-29,2227.78,2227.78,2227.78,2227.78,0.0,2227.78
2014-01-28,2219.85,2219.85,2219.85,2219.85,0.0,2219.85
2014-01-27,2215.92,2215.92,2215.92,2215.92,0.0,2215.92
2014-01-24,2245.68,2245.68,2245.68,2245.68,0.0,2245.68
2014-01-23,2231.89,2231.89,2231.89,2231.89,0.0,2231.89
2014-01-22,2243.8,2243.8,2243.8,2243.8,0.0,2243.8
2014-01-21,2187.41,2187.41,2187.41,2187.41,0.0,2187.41
2014-01-20,2165.99,2165.99,2165.99,2165.99,0.0,2165.99
2014-01-17,2178.49,2178.49,2178.49,2178.49,0.0,2178.49
2014-01-16,2211.84,2211.84,2211.84,2211.84,0.0,2211.84
2014-01-15,2208.94,2208.94,2208.94,2208.94,0.0,2208.94
2014-01-14,2212.85,2212.85,2212.85,2212.85,0.0,2212.85
2014-01-13,2193.68,2193.68,2193.68,2193.68,0.0,2193.68
2014-01-10,2204.85,2204.85,2204.85,2204.85,0.0,2204.85
2014-01-09,2222.22,2222.22,2222.22,2222.22,0.0,2222.22
2014-01-08,2241.91,2241.91,2241.91,2241.91,0.0,2241.91
2014-01-07,2238.0,2238.0,2238.0,2238.0,0.0,2238.0
2014-01-06,2238.64,2238.64,2238.64,2238.64,0.0,2238.64
2014-01-03,2290.78,2290.78,2290.78,2290.78,0.0,2290.78
2014-01-02,2321.98,2321.98,2321.98,2321.98,0.0,2321.98
2013-12-31,2330.03,2330.03,2330.03,2330.03,0.0,2330.03
2013-12-30,2299.46,2299.46,2299.46,2299.46,0.0,2299.46
2013-12-27,2303.48,2303.48,2303.48,2303.48,0.0,2303.48
2013-12-26,2265.33,2265.33,2265.33,2265.33,0.0,2265.33
2013-12-25,2305.11,2305.11,2305.11,2305.11,0.0,2305.11
2013-12-24,2288.25,2288.25,2288.25,2288.25,0.0,2288.25
2013-12-23,2284.6,2284.6,2284.6,2284.6,0.0,2284.6
2013-12-20,2278.14,2278.14,2278.14,2278.14,0.0,2278.14
2013-12-19,2332.41,2332.41,2332.41,2332.41,0.0,2332.41
2013-12-18,2357.23,2357.23,2357.23,2357.23,0.0,2357.23
2013-12-17,2356.38,2356.38,2356.38,2356.38,0.0,2356.38
2013-12-16,2367.92,2367.92,2367.92,2367.92,0.0,2367.92
2013-12-13,2406.64,2406.64,2406.64,2406.64,0.0,2406.64
2013-12-12,2410.01,2410.01,2410.01,2410.01,0.0,2410.01
2013-12-11,2412.76,2412.76,2412.76,2412.76,0.0,2412.76
2013-12-10,2453.32,2453.32,2453.32,2453.32,0.0,2453.32
2013-12-09,2450.87,2450.87,2450.87,2450.87,0.0,2450.87
2013-12-06,2452.29,2452.29,2452.29,2452.29,0.0,2452.29
2013-12-05,2468.2,2468.2,2468.2,2468.2,0.0,2468.2
2013-12-04,2475.14,2475.14,2475.14,2475.14,0.0,2475.14
2013-12-03,2442.78,2442.78,2442.78,2442.78,0.0,2442.78
2013-12-02,2418.79,2418.79,2418.79,2418.79,0.0,2418.79
2013-11-29,2438.94,2438.94,2438.94,2438.94,0.0,2438.94
2013-11-28,2439.53,2439.53,2439.53,2439.53,0.0,2439.53
2013-11-27,2414.48,2414.48,2414.48,2414.48,0.0,2414.48
2013-11-26,2387.42,2387.42,2387.42,2387.42,0.0,2387.42
2013-11-25,2388.63,2388.63,2388.63,2388.63,0.0,2388.63
2013-11-22,2397.96,2397.96,2397.96,2397.96,0.0,2397.96
2013-11-21,2409.99,2409.99,2409.99,2409.99,0.0,2409.99
2013-11-20,2424.85,2424.85,2424.85,2424.85,0.0,2424.85
2013-11-19,2412.16,2412.16,2412.16,2412.16,0.0,2412.16
2013-11-18,2428.9,2428.9,2428.9,2428.9,0.0,2428.9
2013-11-15,2350.73,2350.73,2350.73,2350.73,0.0,2350.73
2013-11-14,2304.5,2304.5,2304.5,2304.5,0.0,2304.5
2013-11-13,2288.12,2288.12,2288.12,2288.12,0.0,2288.12
2013-11-12,2340.0,2340.0,2340.0,2340.0,0.0,2340.0
2013-11-11,2315.89,2315.89,2315.89,2315.89,0.0,2315.89
2013-11-08,2307.95,2307.95,2307.95,2307.95,0.0,2307.95
2013-11-07,2340.55,2340.55,2340.55,2340.55,0.0,2340.55
2013-11-06,2353.57,2353.57,2353.57,2353.57,0.0,2353.57
2013-11-05,2383.77,2383.77,2383.77,2383.77,0.0,2383.77
2013-11-04,2380.45,2380.45,2380.45,2380.45,0.0,2380.45
2013-11-01,2384.96,2384.96,2384.96,2384.96,0.0,2384.96
2013-10-31,2373.72,2373.72,2373.72,2373.72,0.0,2373.72
2013-10-30,2407.47,2407.47,2407.47,2407.47,0.0,2407.47
2013-10-29,2372.05,2372.05,2372.05,2372.05,0.0,2372.05
2013-10-28,2365.95,2365.95,2365.95,2365.95,0.0,2365.95
2013-10-25,2368.56,2368.56,2368.56,2368.56,0.0,2368.56
2013-10-24,2400.51,2400.51,2400.51,2400.51,0.0,2400.51
2013-10-23,2418.36,2418.36,2418.36,2418.36,0.0,2418.36
2013-10-22,2446.38,2446.38,2446.38,2446.38,0.0,2446.38
2013-10-21,2468.99,2468.99,2468.99,2468.99,0.0,2468.99
2013-10-18,2426.05,2426.05,2426.05,2426.05,0.0,2426.05
2013-10-17,2413.33,2413.33,2413.33,2413.33,0.0,2413.33
2013-10-16,2421.37,2421.37,2421.37,2421.37,0.0,2421.37
2013-10-15,2467.52,2467.52,2467.52,2467.52,0.0,2467.52
2013-10-14,2472.54,2472.54,2472.54,2472.54,0.0,2472.54
2013-10-11,2468.51,2468.51,2468.51,2468.51,0.0,2468.51
2013-10-10,2429.32,2429.32,2429.32,2429.32,0.0,2429.32
2013-10-09,2453.58,2453.58,2453.58,2453.58,0.0,2453.58
2013-10-08,2441.81,2441.81,2441.81,2441.81,0.0,2441.81
2013-09-30,2409.04,2409.04,2409.04,2409.04,0.0,2409.04
2013-09-27,2394.97,2394.97,2394.97,2394.97,0.0,2394.97
2013-09-26,2384.44,2384.44,2384.44,2384.44,0.0,2384.44
2013-09-25,2429.03,2429.03,2429.03,2429.03,0.0,2429.03
2013-09-24,2443.89,2443.89,2443.89,2443.89,0.0,2443.89
2013-09-23,2472.29,2472.29,2472.29,2472.29,0.0,2472.29
2013-09-18,2432.51,2432.51,2432.51,2432.51,0.0,2432.51
2013-09-17,2427.32,2427.32,2427.32,2427.32,0.0,2427.32
2013-09-16,2478.39,2478.39,2478.39,2478.39,0.0,2478.39
2013-09-13,2488.9,2488.9,2488.9,2488.9,0.0,2488.9
2013-09-12,2507.46,2507.46,2507.46,2507.46,0.0,2507.46
2013-09-11,2482.89,2482.89,2482.89,2482.89,0.0,2482.89
2013-09-10,2474.89,2474.89,2474.89,2474.89,0.0,2474.89
2013-09-09,2440.61,2440.61,2440.61,2440.61,0.0,2440.61
2013-09-06,2357.78,2357.78,2357.78,2357.78,0.0,2357.78
2013-09-05,2341.74,2341.74,2341.74,2341.74,0.0,2341.74
2013-09-04,2350.7,2350.7,2350.7,2350.7,0.0,2350.7
2013-09-03,2354.5,2354.5,2354.5,2354.5,0.0,2354.5
2013-09-02,2320.34,2320.34,2320.34,2320.34,0.0,2320.34
2013-08-30,2313.91,2313.91,2313.91,2313.91,0.0,2313.91
2013-08-29,2318.31,2318.31,2318.31,2318.31,0.0,2318.31
2013-08-28,2328.06,2328.06,2328.06,2328.06,0.0,2328.06
2013-08-27,2340.88,2340.88,2340.88,2340.88,0.0,2340.88
2013-08-26,2335.62,2335.62,2335.62,2335.62,0.0,2335.62
2013-08-23,2286.93,2286.93,2286.93,2286.93,0.0,2286.93
2013-08-22,2303.93,2303.93,2303.93,2303.93,0.0,2303.93
2013-08-21,2308.59,2308.59,2308.59,2308.59,0.0,2308.59
2013-08-20,2312.47,2312.47,2312.47,2312.47,0.0,2312.47
2013-08-19,2331.43,2331.43,2331.43,2331.43,0.0,2331.43
2013-08-16,2304.14,2304.14,2304.14,2304.14,0.0,2304.14
2013-08-15,2321.58,2321.58,2321.58,2321.58,0.0,2321.58
2013-08-14,2349.08,2349.08,2349.08,2349.08,0.0,2349.08
2013-08-13,2359.07,2359.07,2359.07,2359.07,0.0,2359.07
2013-08-12,2352.79,2352.79,2352.79,2352.79,0.0,2352.79
2013-08-09,2286.01,2286.01,2286.01,2286.01,0.0,2286.01
2013-08-08,2276.78,2276.78,2276.78,2276.78,0.0,2276.78
2013-08-07,2280.62,2280.62,2280.62,2280.62,0.0,2280.62
2013-08-06,2293.64,2293.64,2293.64,2293.64,0.0,2293.64
2013-08-05,2278.33,2278.33,2278.33,2278.33,0.0,2278.33
2013-08-02,2247.26,2247.26,2247.26,2247.26,0.0,2247.26
2013-08-01,2245.36,2245.36,2245.36,2245.36,0.0,2245.36
2013-07-31,2193.02,2193.02,2193.02,2193.02,0.0,2193.02
2013-07-30,2189.39,2189.39,2189.39,2189.39,0.0,2189.39
2013-07-29,2175.97,2175.97,2175.97,2175.97,0.0,2175.97
2013-07-26,2224.01,2224.01,2224.01,2224.01,0.0,2224.01
2013-07-25,2237.68,2237.68,2237.68,2237.68,0.0,2237.68
2013-07-24,2249.15,2249.15,2249.15,2249.15,0.0,2249.15
2013-07-23,2265.84,2265.84,2265.84,2265.84,0.0,2265.84
2013-07-22,2202.19,2202.19,2202.19,2202.19,0.0,2202.19
2013-07-19,2190.48,2190.48,2190.48,2190.48,0.0,2190.48
2013-07-18,2245.33,2245.33,2245.33,2245.33,0.0,2245.33
2013-07-17,2282.84,2282.84,2282.84,2282.84,0.0,2282.84
2013-07-16,2317.85,2317.85,2317.85,2317.85,0.0,2317.85
2013-07-15,2307.3,2307.3,2307.3,2307.3,0.0,2307.3
2013-07-12,2275.37,2275.37,2275.37,2275.37,0.0,2275.37
2013-07-11,2326.69,2326.69,2326.69,2326.69,0.0,2326.69
2013-07-10,2224.06,2224.06,2224.06,2224.06,0.0,2224.06
2013-07-09,2162.67,2162.67,2162.67,2162.67,0.0,2162.67
2013-07-08,2163.62,2163.62,2163.62,2163.62,0.0,2163.62
2013-07-05,2226.85,2226.85,2226.85,2226.85,0.0,2226.85
2013-07-04,2221.98,2221.98,2221.98,2221.98,0.0,2221.98
2013-07-03,2203.83,2203.83,2203.83,2203.83,0.0,2203.83
2013-07-02,2221.98,2221.98,2221.98,2221.98,0.0,2221.98
2013-07-01,2213.32,2213.32,2213.32,2213.32,0.0,2213.32
2013-06-28,2200.64,2200.64,2200.64,2200.64,0.0,2200.64
2013-06-27,2160.74,2160.74,2160.74,2160.74,0.0,2160.74
2013-06-26,2168.3,2168.3,2168.3,2168.3,0.0,2168.3
2013-06-25,2165.42,2165.42,2165.42,2165.42,0.0,2165.42
2013-06-24,2171.21,2171.21,2171.21,2171.21,0.0,2171.21
2013-06-21,2317.39,2317.39,2317.39,2317.39,0.0,2317.39
2013-06-20,2321.47,2321.47,2321.47,2321.47,0.0,2321.47
2013-06-19,2400.76,2400.76,2400.76,2400.76,0.0,2400.76
2013-06-18,2418.75,2418.75,2418.75,2418.75,0.0,2418.75
2013-06-17,2403.84,2403.84,2403.84,2403.84,0.0,2403.84
2013-06-14,2416.77,2416.77,2416.77,2416.77,0.0,2416.77
2013-06-13,2395.3,2395.3,2395.3,2395.3,0.0,2395.3
2013-06-07,2484.16,2484.16,2484.16,2484.16,0.0,2484.16
2013-06-06,2527.84,2527.84,2527.84,2527.84,0.0,2527.84
2013-06-05,2560.54,2560.54,2560.54,2560.54,0.0,2560.54
2013-06-04,2565.67,2565.67,2565.67,2565.67,0.0,2565.67
2013-06-03,2602.62,2602.62,2602.62,2602.62,0.0,2602.62
2013-05-31,2606.43,2606.43,2606.43,2606.43,0.0,2606.43
2013-05-30,2634.32,2634.32,2634.32,2634.32,0.0,2634.32
2013-05-29,2642.56,2642.56,2642.56,2642.56,0.0,2642.56
2013-05-28,2644.36,2644.36,2644.36,2644.36,0.0,2644.36
2013-05-27,2599.59,2599.59,2599.59,2599.59,0.0,2599.59
2013-05-24,2597.23,2597.23,2597.23,2597.23,0.0,2597.23
2013-05-23,2582.85,2582.85,2582.85,2582.85,0.0,2582.85
2013-05-22,2618.03,2618.03,2618.03,2618.03,0.0,2618.03
2013-05-21,2614.85,2614.85,2614.85,2614.85,0.0,2614.85
2013-05-20,2609.61,2609.61,2609.61,2609.61,0.0,2609.61
2013-05-17,2592.05,2592.05,2592.05,2592.05,0.0,2592.05
2013-05-16,2552.71,2552.71,2552.71,2552.71,0.0,2552.71
2013-05-15,2506.93,2506.93,2506.93,2506.93,0.0,2506.93
2013-05-14,2493.34,2493.34,2493.34,2493.34,0.0,2493.34
2013-05-13,2530.77,2530.77,2530.77,2530.77,0.0,2530.77
2013-05-10,2540.84,2540.84,2540.84,2540.84,0.0,2540.84
2013-05-09,2527.79,2527.79,2527.79,2527.79,0.0,2527.79
2013-05-08,2542.8,2542.8,2542.8,2542.8,0.0,2542.8
2013-05-07,2529.94,2529.94,2529.94,2529.94,0.0,2529.94
2013-05-06,2525.98,2525.98,2525.98,2525.98,0.0,2525.98
2013-05-03,2492.91,2492.91,2492.91,2492.91,0.0,2492.91
2013-05-02,2449.64,2449.64,2449.64,2449.64,0.0,2449.64
2013-04-26,2447.31,2447.31,2447.31,2447.31,0.0,2447.31
2013-04-25,2467.88,2467.88,2467.88,2467.88,0.0,2467.88
2013-04-24,2495.58,2495.58,2495.58,2495.58,0.0,2495.58
2013-04-23,2449.47,2449.47,2449.47,2449.47,0.0,2449.47
2013-04-22,2520.73,2520.73,2520.73,2520.73,0.0,2520.73
2013-04-19,2533.83,2533.83,2533.83,2533.83,0.0,2533.83
2013-04-18,2464.85,2464.85,2464.85,2464.85,0.0,2464.85
2013-04-17,2458.47,2458.47,2458.47,2458.47,0.0,2458.47
2013-04-16,2459.59,2459.59,2459.59,2459.59,0.0,2459.59
2013-04-15,2436.82,2436.82,2436.82,2436.82,0.0,2436.82
2013-04-12,2462.11,2462.11,2462.11,2462.11,0.0,2462.11
2013-04-11,2477.88,2477.88,2477.88,2477.88,0.0,2477.88
2013-04-10,2485.31,2485.31,2485.31,2485.31,0.0,2485.31
2013-04-09,2489.43,2489.43,2489.43,2489.43,0.0,2489.43
2013-04-08,2472.3,2472.3,2472.3,2472.3,0.0,2472.3
2013-04-03,2483.55,2483.55,2483.55,2483.55,0.0,2483.55
2013-04-02,2486.39,2486.39,2486.39,2486.39,0.0,2486.39
2013-04-01,2493.19,2493.19,2493.19,2493.19,0.0,2493.19
2013-03-29,2495.08,2495.08,2495.08,2495.08,0.0,2495.08
2013-03-28,2499.3,2499.3,2499.3,2499.3,0.0,2499.3
2013-03-27,2583.53,2583.53,2583.53,2583.53,0.0,2583.53
2013-03-26,2575.05,2575.05,2575.05,2575.05,0.0,2575.05
2013-03-25,2613.1,2613.1,2613.1,2613.1,0.0,2613.1
2013-03-22,2618.31,2618.31,2618.31,2618.31,0.0,2618.31
2013-03-21,2614.99,2614.99,2614.99,2614.99,0.0,2614.99
2013-03-20,2610.17,2610.17,2610.17,2610.17,0.0,2610.17
2013-03-19,2525.1,2525.1,2525.1,2525.1,0.0,2525.1
2013-03-18,2502.49,2502.49,2502.49,2502.49,0.0,2502.49
2013-03-15,2539.87,2539.87,2539.87,2539.87,0.0,2539.87
2013-03-14,2534.27,2534.27,2534.27,2534.27,0.0,2534.27
2013-03-13,2527.49,2527.49,2527.49,2527.49,0.0,2527.49
2013-03-12,2555.61,2555.61,2555.61,2555.61,0.0,2555.61
2013-03-11,2592.37,2592.37,2592.37,2592.37,0.0,2592.37
2013-03-08,2606.93,2606.93,2606.93,2606.93,0.0,2606.93
2013-03-07,2619.48,2619.48,2619.48,2619.48,0.0,2619.48
2013-03-06,2650.2,2650.2,2650.2,2650.2,0.0,2650.2
2013-03-05,2622.81,2622.81,2622.81,2622.81,0.0,2622.81
2013-03-04,2545.72,2545.72,2545.72,2545.72,0.0,2545.72
2013-03-01,2668.84,2668.84,2668.84,2668.84,0.0,2668.84
2013-02-28,2673.33,2673.33,2673.33,2673.33,0.0,2673.33
2013-02-27,2594.68,2594.68,2594.68,2594.68,0.0,2594.68
2013-02-26,2567.59,2567.59,2567.59,2567.59,0.0,2567.59
2013-02-25,2604.96,2604.96,2604.96,2604.96,0.0,2604.96
2013-02-22,2596.6,2596.6,2596.6,2596.6,0.0,2596.6
2013-02-21,2610.55,2610.55,2610.55,2610.55,0.0,2610.55
2013-02-20,2702.64,2702.64,2702.64,2702.64,0.0,2702.64
2013-02-19,2685.61,2685.61,2685.61,2685.61,0.0,2685.61
2013-02-18,2737.47,2737.47,2737.47,2737.47,0.0,2737.47
2013-02-15,2771.73,2771.73,2771.73,2771.73,0.0,2771.73
2013-02-14,2771.73,2771.73,2771.73,2771.73,0.0,2771.73
2013-02-13,2771.73,2771.73,2771.73,2771.73,0.0,2771.73
2013-02-11,2771.73,2771.73,2771.73,2771.73,0.0,2771.73
2013-02-08,2771.73,2771.73,2771.73,2771.73,0.0,2771.73
2013-02-07,2759.87,2759.87,2759.87,2759.87,0.0,2759.87
2013-02-06,2775.84,2775.84,2775.84,2775.84,0.0,2775.84
2013-02-05,2771.68,2771.68,2771.68,2771.68,0.0,2771.68
2013-02-04,2748.03,2748.03,2748.03,2748.03,0.0,2748.03
2013-02-01,2743.32,2743.32,2743.32,2743.32,0.0,2743.32
2013-01-31,2686.88,2686.88,2686.88,2686.88,0.0,2686.88
2013-01-30,2688.71,2688.71,2688.71,2688.71,0.0,2688.71
2013-01-29,2675.87,2675.87,2675.87,2675.87,0.0,2675.87
2013-01-28,2651.86,2651.86,2651.86,2651.86,0.0,2651.86
2013-01-25,2571.67,2571.67,2571.67,2571.67,0.0,2571.67
2013-01-24,2582.75,2582.75,2582.75,2582.75,0.0,2582.75
2013-01-23,2607.46,2607.46,2607.46,2607.46,0.0,2607.46
2013-01-22,2596.9,2596.9,2596.9,2596.9,0.0,2596.9
2013-01-21,2610.9,2610.9,2610.9,2610.9,0.0,2610.9
2013-01-18,2595.44,2595.44,2595.44,2595.44,0.0,2595.44
2013-01-17,2552.76,2552.76,2552.76,2552.76,0.0,2552.76
2013-01-16,2577.09,2577.09,2577.09,2577.09,0.0,2577.09
2013-01-15,2595.86,2595.86,2595.86,2595.86,0.0,2595.86
2013-01-14,2577.73,2577.73,2577.73,2577.73,0.0,2577.73
2013-01-11,2483.23,2483.23,2483.23,2483.23,0.0,2483.23
2013-01-10,2530.57,2530.57,2530.57,2530.57,0.0,2530.57
2013-01-09,2526.13,2526.13,2526.13,2526.13,0.0,2526.13
2013-01-08,2525.33,2525.33,2525.33,2525.33,0.0,2525.33
2013-01-07,2535.99,2535.99,2535.99,2535.99,0.0,2535.99
2013-01-04,2524.41,2524.41,2524.41,2524.41,0.0,2524.41
2013-01-03,2522.95,2522.95,2522.95,2522.95,0.0,2522.95
2013-01-02,2522.95,2522.95,2522.95,2522.95,0.0,2522.95
2013-01-01,2522.95,2522.95,2522.95,2522.95,0.0,2522.95
2012-12-31,2522.95,2522.95,2522.95,2522.95,0.0,2522.95
2012-12-28,2480.05,2480.05,2480.05,2480.05,0.0,2480.05
2012-12-27,2444.59,2444.59,2444.59,2444.59,0.0,2444.59
2012-12-26,2457.62,2457.62,2457.62,2457.62,0.0,2457.62
2012-12-25,2448.4,2448.4,2448.4,2448.4,0.0,2448.4
2012-12-24,2381.22,2381.22,2381.22,2381.22,0.0,2381.22
2012-12-21,2372.0,2372.0,2372.0,2372.0,0.0,2372.0
2012-12-20,2384.82,2384.82,2384.82,2384.82,0.0,2384.82
2012-12-19,2371.11,2371.11,2371.11,2371.11,0.0,2371.11
2012-12-18,2368.12,2368.12,2368.12,2368.12,0.0,2368.12
2012-12-17,2366.7,2366.7,2366.7,2366.7,0.0,2366.7
2012-12-14,2355.86,2355.86,2355.86,2355.86,0.0,2355.86
2012-12-13,2242.64,2242.64,2242.64,2242.64,0.0,2242.64
2012-12-12,2267.77,2267.77,2267.77,2267.77,0.0,2267.77
2012-12-11,2258.5,2258.5,2258.5,2258.5,0.0,2258.5
2012-12-10,2271.05,2271.05,2271.05,2271.05,0.0,2271.05
2012-12-07,2246.76,2246.76,2246.76,2246.76,0.0,2246.76
2012-12-06,2203.6,2203.6,2203.6,2203.6,0.0,2203.6
2012-12-05,2207.88,2207.88,2207.88,2207.88,0.0,2207.88
2012-12-04,2131.47,2131.47,2131.47,2131.47,0.0,2131.47
2012-12-03,2108.85,2108.85,2108.85,2108.85,0.0,2108.85
2012-11-30,2139.66,2139.66,2139.66,2139.66,0.0,2139.66
2012-11-29,2115.68,2115.68,2115.68,2115.68,0.0,2115.68
2012-11-28,2129.16,2129.16,2129.16,2129.16,0.0,2129.16
2012-11-27,2150.64,2150.64,2150.64,2150.64,0.0,2150.64
2012-11-26,2175.6,2175.6,2175.6,2175.6,0.0,2175.6
2012-11-23,2192.68,2192.68,2192.68,2192.68,0.0,2192.68
2012-11-22,2177.55,2177.55,2177.55,2177.55,0.0,2177.55
2012-11-21,2194.9,2194.9,2194.9,2194.9,0.0,2194.9
2012-11-20,2164.88,2164.88,2164.88,2164.88,0.0,2164.88
2012-11-19,2174.99,2174.99,2174.99,2174.99,0.0,2174.99
2012-11-16,2177.24,2177.24,2177.24,2177.24,0.0,2177.24
2012-11-15,2193.62,2193.62,2193.62,2193.62,0.0,2193.62
2012-11-14,2223.11,2223.11,2223.11,2223.11,0.0,2223.11
2012-11-13,2212.44,2212.44,2212.44,2212.44,0.0,2212.44
2012-11-12,2251.85,2251.85,2251.85,2251.85,0.0,2251.85
2012-11-09,2240.92,2240.92,2240.92,2240.92,0.0,2240.92
2012-11-08,2245.41,2245.41,2245.41,2245.41,0.0,2245.41
2012-11-07,2287.5,2287.5,2287.5,2287.5,0.0,2287.5
2012-11-06,2292.21,2292.21,2292.21,2292.21,0.0,2292.21
2012-11-05,2301.88,2301.88,2301.88,2301.88,0.0,2301.88
2012-11-02,2306.77,2306.77,2306.77,2306.77,0.0,2306.77
2012-11-01,2297.88,2297.88,2297.88,2297.88,0.0,2297.88
2012-10-31,2254.82,2254.82,2254.82,2254.82,0.0,2254.82
